year_month,destination_region,origin_region,arriving_passengers
2017-02,South,Central-West,52241
2017-02,South,North,401
2017-02,South,Northeast,4428
2017-02,South,South,151872
2017-02,South,Southeast,688113
2017-02,Southeast,Central-West,416839
2017-02,Southeast,North,90729
2017-02,Southeast,Northeast,765417
2017-02,Southeast,South,634715
2017-02,Southeast,Southeast,1367573
2017-03,Central-West,Central-West,150727
2017-03,Central-West,North,111445
2017-03,Central-West,Northeast,185940
2017-03,Central-West,South,56754
2017-03,Central-West,Southeast,481736
2017-03,North,Central-West,110833
2017-03,North,North,147075
2017-03,North,Northeast,30826
2017-03,North,South,2
2017-03,North,Southeast,95311
2017-03,Northeast,Central-West,173201
2017-03,Northeast,North,29124
2017-03,Northeast,Northeast,358741
2017-03,Northeast,South,3408
2017-03,Northeast,Southeast,769715
2017-03,South,Central-West,54506
2017-03,South,North,403
2017-03,South,Northeast,3636
2017-03,South,South,181007
2017-03,South,Southeast,737495
2017-03,Southeast,Central-West,476894
2017-03,Southeast,North,94726
2017-03,Southeast,Northeast,826409
2017-03,Southeast,South,752393
2017-03,Southeast,Southeast,1606184
2017-04,Central-West,Central-West,140013
2017-04,Central-West,North,103283
2017-04,Central-West,Northeast,163028
2017-04,Central-West,South,51623
2017-04,Central-West,Southeast,448190
2017-04,North,Central-West,100551
2017-04,North,North,132154
2017-04,North,Northeast,26784
2017-04,North,South,49
2017-04,North,Southeast,90441
2017-04,Northeast,Central-West,161873
2017-04,Northeast,North,26805
2017-04,Northeast,Northeast,326004
2017-04,Northeast,South,3317
2017-04,Northeast,Southeast,702143
2017-04,South,Central-West,50596
2017-04,South,North,317
2017-04,South,Northeast,3630
2017-04,South,South,177646
2017-04,South,Southeast,707977
2017-04,Southeast,Central-West,454096
2017-04,Southeast,North,90500
2017-04,Southeast,Northeast,717310
2017-04,Southeast,South,712147
2017-04,Southeast,Southeast,1509595
2017-05,Central-West,Central-West,148103
2017-05,Central-West,North,109231
2017-05,Central-West,Northeast,173543
2017-05,Central-West,South,57360
2017-05,Central-West,Southeast,485682
2017-05,North,Central-West,107697
2017-05,North,North,139758
2017-05,North,Northeast,27052
2017-05,North,South,29
2017-05,North,Southeast,94550
2017-05,Northeast,Central-West,170584
2017-05,Northeast,North,26797
2017-05,Northeast,Northeast,344772
2017-05,Northeast,South,2711
2017-05,Northeast,Southeast,697318
2017-05,South,Central-West,54738
2017-05,South,North,559
2017-05,South,Northeast,2825
2017-05,South,South,177756
2017-05,South,Southeast,718350
2017-05,Southeast,Central-West,480047
2017-05,Southeast,North,91855
2017-05,Southeast,Northeast,702668
2017-05,Southeast,South,728626
2017-05,Southeast,Southeast,1553440
2017-06,Central-West,Central-West,143165
2017-06,Central-West,North,109811
2017-06,Central-West,Northeast,165207
2017-06,Central-West,South,54318
2017-06,Central-West,Southeast,464698
2017-06,North,Central-West,104725
2017-06,North,North,139441
2017-06,North,Northeast,25022
2017-06,North,South,34
2017-06,North,Southeast,93136
2017-06,Northeast,Central-West,178237
2017-06,Northeast,North,26590
2017-06,Northeast,Northeast,337345
2017-06,Northeast,South,3191
2017-06,Northeast,Southeast,747277
2017-06,South,Central-West,52118
2017-06,South,North,581
2017-06,South,Northeast,3008
2017-06,South,South,158038
2017-06,South,Southeast,695424
2017-06,Southeast,Central-West,466986
2017-06,Southeast,North,96000
2017-06,Southeast,Northeast,684435
2017-06,Southeast,South,685563
2017-06,Southeast,Southeast,1482407
2017-07,Central-West,Central-West,161335
2017-07,Central-West,North,124741
2017-07,Central-West,Northeast,218322
2017-07,Central-West,South,62504
2017-07,Central-West,Southeast,527085
2017-07,North,Central-West,124295
2017-07,North,North,171185
2017-07,North,Northeast,40549
2017-07,North,South,3
2017-07,North,Southeast,107796
2017-07,Northeast,Central-West,221815
2017-07,Northeast,North,41316
2017-07,Northeast,Northeast,415239
2017-07,Northeast,South,19566
2017-07,Northeast,Southeast,968311
2017-07,South,Central-West,61131
2017-07,South,North,779
2017-07,South,Northeast,19815
2017-07,South,South,182522
2017-07,South,Southeast,795345
2017-07,Southeast,Central-West,530810
2017-07,Southeast,North,106118
2017-07,Southeast,Northeast,954617
2017-07,Southeast,South,809638
2017-07,Southeast,Southeast,1645796
2017-08,Central-West,Central-West,159334
2017-08,Central-West,North,121238
2017-08,Central-West,Northeast,198053
2017-08,Central-West,South,55403
2017-08,Central-West,Southeast,494291
2017-08,North,Central-West,118018
2017-08,North,North,147189
2017-08,North,Northeast,30222
2017-08,North,South,11
2017-08,North,Southeast,95103
2017-08,Northeast,Central-West,187939
2017-08,Northeast,North,28376
2017-08,Northeast,Northeast,357151
2017-08,Northeast,South,6447
2017-08,Northeast,Southeast,751810
2017-08,South,Central-West,56418
2017-08,South,North,171
2017-08,South,Northeast,6723
2017-08,South,South,179473
2017-08,South,Southeast,771259
2017-08,Southeast,Central-West,508043
2017-08,Southeast,North,99680
2017-08,Southeast,Northeast,819536
2017-08,Southeast,South,766443
2017-08,Southeast,Southeast,1589151
2017-09,Central-West,Central-West,153499
2017-09,Central-West,North,116214
2017-09,Central-West,Northeast,179935
2017-09,Central-West,South,56620
2017-09,Central-West,Southeast,486453
2017-09,North,Central-West,112148
2017-09,North,North,142490
2017-09,North,Northeast,27388
2017-09,North,South,69
2017-09,North,Southeast,95501
2017-09,Northeast,Central-West,182083
2017-09,Northeast,North,26880
2017-09,Northeast,Northeast,350432
2017-09,Northeast,South,7445
2017-09,Northeast,Southeast,775082
2017-09,South,Central-West,57150
2017-09,South,North,23
2017-09,South,Northeast,7281
2017-09,South,South,179794
2017-09,South,Southeast,773272
2017-09,Southeast,Central-West,496731
2017-09,Southeast,North,97250
2017-09,Southeast,Northeast,775907
2017-09,Southeast,South,772327
2017-09,Southeast,Southeast,1650393
2017-10,Central-West,Central-West,159624
2017-10,Central-West,North,119208
2017-10,Central-West,Northeast,190046
2017-10,Central-West,South,61504
2017-10,Central-West,Southeast,516991
2017-10,North,Central-West,116445
2017-10,North,North,149902
2017-10,North,Northeast,31121
2017-10,North,South,3
2017-10,North,Southeast,94420
2017-10,Northeast,Central-West,188380
2017-10,Northeast,North,31991
2017-10,Northeast,Northeast,375626
2017-10,Northeast,South,6984
2017-10,Northeast,Southeast,804304
2017-10,South,Central-West,62871
2017-10,South,North,27
2017-10,South,Northeast,6822
2017-10,South,South,180486
2017-10,South,Southeast,825904
2017-10,Southeast,Central-West,518483
2017-10,Southeast,North,96926
2017-10,Southeast,Northeast,808802
2017-10,Southeast,South,809195
2017-10,Southeast,Southeast,1666868
2017-11,Central-West,Central-West,147887
2017-11,Central-West,North,119861
2017-11,Central-West,Northeast,188055
2017-11,Central-West,South,61644
2017-11,Central-West,Southeast,493408
2017-11,North,Central-West,114381
2017-11,North,North,144341
2017-11,North,Northeast,30237
2017-11,North,Southeast,95889
2017-11,Northeast,Central-West,188092
2017-11,Northeast,North,29604
2017-11,Northeast,Northeast,357379
2017-11,Northeast,South,7962
2017-11,Northeast,Southeast,774787
2017-11,South,Central-West,62237
2017-11,South,North,23
2017-11,South,Northeast,7808
2017-11,South,South,170644
2017-11,South,Southeast,806483
2017-11,Southeast,Central-West,505044
2017-11,Southeast,North,101495
2017-11,Southeast,Northeast,780022
2017-11,Southeast,South,800704
2017-11,Southeast,Southeast,1574689
2017-12,Central-West,Central-West,156853
2017-12,Central-West,North,130691
2017-12,Central-West,Northeast,194152
2017-12,Central-West,South,67907
2017-12,Central-West,Southeast,508145
2017-12,North,Central-West,116508
2017-12,North,North,158385
2017-12,North,Northeast,33118
2017-12,North,Southeast,105131
2017-12,Northeast,Central-West,245519
2017-12,Northeast,North,41224
2017-12,Northeast,Northeast,400335
2017-12,Northeast,South,22012
2017-12,Northeast,Southeast,1041952
2017-12,South,Central-West,73314
2017-12,South,North,51
2017-12,South,Northeast,20259
2017-12,South,South,176504
2017-12,South,Southeast,830474
2017-12,Southeast,Central-West,541847
2017-12,Southeast,North,117733
2017-12,Southeast,Northeast,887445
2017-12,Southeast,South,809710
2017-12,Southeast,Southeast,1645809
2018-01,Central-West,Central-West,154406
2018-01,Central-West,North,124359
2018-01,Central-West,Northeast,258033
2018-01,Central-West,South,79398
2018-01,Central-West,Southeast,531161
2018-01,North,Central-West,124979
2018-01,North,North,160019
2018-01,North,Northeast,43820
2018-01,North,Southeast,117312
2018-01,Northeast,Central-West,242715
2018-01,Northeast,North,39255
2018-01,Northeast,Northeast,413534
2018-01,Northeast,South,24242
2018-01,Northeast,Southeast,1082332
2018-01,South,Central-West,67358
2018-01,South,North,2
2018-01,South,Northeast,24229
2018-01,South,South,182828
2018-01,South,Southeast,793618
2018-01,Southeast,Central-West,498914
2018-01,Southeast,North,112333
2018-01,Southeast,Northeast,1120351
2018-01,Southeast,South,880359
2018-01,Southeast,Southeast,1633597
2018-02,Central-West,Central-West,120971
2018-02,Central-West,North,100682
2018-02,Central-West,Northeast,197714
2018-02,Central-West,South,57390
2018-02,Central-West,Southeast,431344
2018-02,North,Central-West,100393
2018-02,North,North,129634
2018-02,North,Northeast,28277
2018-02,North,Southeast,86048
2018-02,Northeast,Central-West,171850
2018-02,Northeast,North,25691
2018-02,Northeast,Northeast,308463
2018-02,Northeast,South,10022
2018-02,Northeast,Southeast,761635
2018-02,South,Central-West,59039
2018-02,South,North,21
2018-02,South,Northeast,11753
2018-02,South,South,146906
2018-02,South,Southeast,706947
2018-02,Southeast,Central-West,426536
2018-02,Southeast,North,90748
2018-02,Southeast,Northeast,846696
2018-02,Southeast,South,669033
2018-02,Southeast,Southeast,1383261
2018-03,Central-West,Central-West,141733
2018-03,Central-West,North,115345
2018-03,Central-West,Northeast,199092
2018-03,Central-West,South,58187
2018-03,Central-West,Southeast,487550
2018-03,North,Central-West,110292
2018-03,North,North,140201
2018-03,North,Northeast,27313
2018-03,North,Southeast,91528
2018-03,Northeast,Central-West,192504
2018-03,Northeast,North,26926
2018-03,Northeast,Northeast,344288
2018-03,Northeast,South,5345
2018-03,Northeast,Southeast,793419
2018-03,South,Central-West,63614
2018-03,South,North,6
2018-03,South,Northeast,6189
2018-03,South,South,157242
2018-03,South,Southeast,773897
2018-03,Southeast,Central-West,503837
2018-03,Southeast,North,98492
2018-03,Southeast,Northeast,834347
2018-03,Southeast,South,749981
2018-03,Southeast,Southeast,1561802
2018-04,Central-West,Central-West,143706
2018-04,Central-West,North,117117
2018-04,Central-West,Northeast,189443
2018-04,Central-West,South,60985
2018-04,Central-West,Southeast,498600
2018-04,North,Central-West,114000
2018-04,North,North,137623
2018-04,North,Northeast,27026
2018-04,North,Southeast,88757
2018-04,Northeast,Central-West,184234
2018-04,Northeast,North,26646
2018-04,Northeast,Northeast,327606
2018-04,Northeast,South,3801
2018-04,Northeast,Southeast,729826
2018-04,South,Central-West,59096
2018-04,South,North,31
2018-04,South,Northeast,3857
2018-04,South,South,147084
2018-04,South,Southeast,743700
2018-04,Southeast,Central-West,504905
2018-04,Southeast,North,90430
2018-04,Southeast,Northeast,742940
2018-04,Southeast,South,756784
2018-04,Southeast,Southeast,1592371
2018-05,Central-West,Central-West,141813
2018-05,Central-West,North,121678
2018-05,Central-West,Northeast,181721
2018-05,Central-West,South,61515
2018-05,Central-West,Southeast,506792
2018-05,North,Central-West,116718
2018-05,North,North,148609
2018-05,North,Northeast,34875
2018-05,North,South,57
2018-05,North,Southeast,93179
2018-05,Northeast,Central-West,181227
2018-05,Northeast,North,33374
2018-05,Northeast,Northeast,344790
2018-05,Northeast,South,3368
2018-05,Northeast,Southeast,706265
2018-05,South,Central-West,59919
2018-05,South,North,94
2018-05,South,Northeast,3619
2018-05,South,South,137574
2018-05,South,Southeast,747621
2018-05,Southeast,Central-West,511385
2018-05,Southeast,North,97398
2018-05,Southeast,Northeast,705861
2018-05,Southeast,South,758316
2018-05,Southeast,Southeast,1600604
2018-06,Central-West,Central-West,136462
2018-06,Central-West,North,124033
2018-06,Central-West,Northeast,178984
2018-06,Central-West,South,60710
2018-06,Central-West,Southeast,496858
2018-06,North,Central-West,116669
2018-06,North,North,147881
2018-06,North,Northeast,35074
2018-06,North,Southeast,93483
2018-06,Northeast,Central-West,190220
2018-06,Northeast,North,38402
2018-06,Northeast,Northeast,361040
2018-06,Northeast,South,4655
2018-06,Northeast,Southeast,773524
2018-06,South,Central-West,60811
2018-06,South,North,23
2018-06,South,Northeast,4669
2018-06,South,South,122411
2018-06,South,Southeast,719316
2018-06,Southeast,Central-West,495451
2018-06,Southeast,North,99851
2018-06,Southeast,Northeast,692771
2018-06,Southeast,South,698986
2018-06,Southeast,Southeast,1509681
2018-07,Central-West,Central-West,167145
2018-07,Central-West,North,147908
2018-07,Central-West,Northeast,240736
2018-07,Central-West,South,77096
2018-07,Central-West,Southeast,597566
2018-07,North,Central-West,147878
2018-07,North,North,183405
2018-07,North,Northeast,52797
2018-07,North,Southeast,121750
2018-07,Northeast,Central-West,238601
2018-07,Northeast,North,53219
2018-07,Northeast,Northeast,427194
2018-07,Northeast,South,16158
2018-07,Northeast,Southeast,981343
2018-07,South,Central-West,77599
2018-07,South,North,38
2018-07,South,Northeast,15197
2018-07,South,South,154125
2018-07,South,Southeast,850903
2018-07,Southeast,Central-West,602585
2018-07,Southeast,North,123500
2018-07,Southeast,Northeast,983679
2018-07,Southeast,South,873421
2018-07,Southeast,Southeast,1725026
2018-08,Central-West,Central-West,143204
2018-08,Central-West,North,133049
2018-08,Central-West,Northeast,214525
2018-08,Central-West,South,65377
2018-08,Central-West,Southeast,528222
2018-08,North,Central-West,127297
2018-08,North,North,153511
2018-08,North,Northeast,43497
2018-08,North,Southeast,106987
2018-08,Northeast,Central-West,199000
2018-08,Northeast,North,41580
2018-08,Northeast,Northeast,402340
2018-08,Northeast,South,7374
2018-08,Northeast,Southeast,743657
2018-08,South,Central-West,66989
2018-08,South,North,45
2018-08,South,Northeast,7630
2018-08,South,South,147386
2018-08,South,Southeast,792063
2018-08,Southeast,Central-West,550664
2018-08,Southeast,North,111934
2018-08,Southeast,Northeast,799017
2018-08,Southeast,South,789873
2018-08,Southeast,Southeast,1693512
2018-09,Central-West,Central-West,132390
2018-09,Central-West,North,121844
2018-09,Central-West,Northeast,197324
2018-09,Central-West,South,65540
2018-09,Central-West,Southeast,505249
2018-09,North,Central-West,118163
2018-09,North,North,151264
2018-09,North,Northeast,42804
2018-09,North,Southeast,101983
2018-09,Northeast,Central-West,197166
2018-09,Northeast,North,41767
2018-09,Northeast,Northeast,403298
2018-09,Northeast,South,8057
2018-09,Northeast,Southeast,767262
2018-09,South,Central-West,65688
2018-09,South,North,21
2018-09,South,Northeast,8447
2018-09,South,South,147291
2018-09,South,Southeast,775712
2018-09,Southeast,Central-West,512855
2018-09,Southeast,North,105876
2018-09,Southeast,Northeast,758600
2018-09,Southeast,South,770232
2018-09,Southeast,Southeast,1615812
2018-10,Central-West,Central-West,137035
2018-10,Central-West,North,126209
2018-10,Central-West,Northeast,208054
2018-10,Central-West,South,67300
2018-10,Central-West,Southeast,526246
2018-10,North,Central-West,120239
2018-10,North,North,153105
2018-10,North,Northeast,38907
2018-10,North,Southeast,108799
2018-10,Northeast,Central-West,203896
2018-10,Northeast,North,38532
2018-10,Northeast,Northeast,405745
2018-10,Northeast,South,7460
2018-10,Northeast,Southeast,792217
2018-10,South,Central-West,69100
