year_month,destination_region,origin_region,arriving_passengers
2019-09,North,Southeast,119565
2019-09,Northeast,Central-West,166987
2019-09,Northeast,North,37517
2019-09,Northeast,Northeast,411813
2019-09,Northeast,South,3231
2019-09,Northeast,Southeast,784080
2019-09,South,Central-West,54084
2019-09,South,North,287
2019-09,South,Northeast,2932
2019-09,South,South,149969
2019-09,South,Southeast,841208
2019-09,Southeast,Central-West,535310
2019-09,Southeast,North,123814
2019-09,Southeast,Northeast,786795
2019-09,Southeast,South,840408
2019-09,Southeast,Southeast,1677861
2019-10,Central-West,Central-West,105559
2019-10,Central-West,North,121829
2019-10,Central-West,Northeast,193827
2019-10,Central-West,South,55949
2019-10,Central-West,Southeast,567755
2019-10,North,Central-West,115565
2019-10,North,North,167851
2019-10,North,Northeast,40733
2019-10,North,South,0
2019-10,North,Southeast,120722
2019-10,Northeast,Central-West,193343
2019-10,Northeast,North,41927
2019-10,Northeast,Northeast,446848
2019-10,Northeast,South,3644
2019-10,Northeast,Southeast,818308
2019-10,South,Central-West,58257
2019-10,South,North,344
2019-10,South,Northeast,3822
2019-10,South,South,162056
2019-10,South,Southeast,905490
2019-10,Southeast,Central-West,575453
2019-10,Southeast,North,125640
2019-10,Southeast,Northeast,829317
2019-10,Southeast,South,880215
2019-10,Southeast,Southeast,1845154
2019-11,Central-West,Central-West,83364
2019-11,Central-West,North,123713
2019-11,Central-West,Northeast,187623
2019-11,Central-West,South,55560
2019-11,Central-West,Southeast,563443
2019-11,North,Central-West,113336
2019-11,North,North,154484
2019-11,North,Northeast,41692
2019-11,North,Southeast,112361
2019-11,Northeast,Central-West,190887
2019-11,Northeast,North,46682
2019-11,Northeast,Northeast,426033
2019-11,Northeast,South,1990
2019-11,Northeast,Southeast,801847
2019-11,South,Central-West,58218
2019-11,South,North,206
2019-11,South,Northeast,1937
2019-11,South,South,167168
2019-11,South,Southeast,870534
2019-11,Southeast,Central-West,581704
2019-11,Southeast,North,121752
2019-11,Southeast,Northeast,818074
2019-11,Southeast,South,859301
2019-11,Southeast,Southeast,1706097
2019-12,Central-West,Central-West,83965
2019-12,Central-West,North,125937
2019-12,Central-West,Northeast,183126
2019-12,Central-West,South,58474
2019-12,Central-West,Southeast,589999
2019-12,North,Central-West,110082
2019-12,North,North,169832
2019-12,North,Northeast,52323
2019-12,North,Southeast,120346
2019-12,Northeast,Central-West,230197
2019-12,Northeast,North,64726
2019-12,Northeast,Northeast,468533
2019-12,Northeast,South,5876
2019-12,Northeast,Southeast,1049559
2019-12,South,Central-West,62569
2019-12,South,North,173
2019-12,South,Northeast,4846
2019-12,South,South,176492
2019-12,South,Southeast,945008
2019-12,Southeast,Central-West,621969
2019-12,Southeast,North,134935
2019-12,Southeast,Northeast,911664
2019-12,Southeast,South,911096
2019-12,Southeast,Southeast,1793161
2020-01,Central-West,Central-West,90067
2020-01,Central-West,North,125027
2020-01,Central-West,Northeast,247570
2020-01,Central-West,South,63176
2020-01,Central-West,Southeast,623021
2020-01,North,Central-West,122408
2020-01,North,North,190218
2020-01,North,Northeast,64336
2020-01,North,Southeast,130104
2020-01,Northeast,Central-West,232048
2020-01,Northeast,North,60313
2020-01,Northeast,Northeast,500452
2020-01,Northeast,South,8333
2020-01,Northeast,Southeast,1105858
2020-01,South,Central-West,56601
2020-01,South,Northeast,8585
2020-01,South,South,175238
2020-01,South,Southeast,885587
2020-01,Southeast,Central-West,595642
2020-01,Southeast,North,127605
2020-01,Southeast,Northeast,1154199
2020-01,Southeast,South,968351
2020-01,Southeast,Southeast,1770039
2020-02,Central-West,Central-West,66386
2020-02,Central-West,North,107604
2020-02,Central-West,Northeast,185923
2020-02,Central-West,South,48878
2020-02,Central-West,Southeast,506695
2020-02,North,Central-West,102787
2020-02,North,North,148167
2020-02,North,Northeast,50132
2020-02,North,Southeast,105906
2020-02,Northeast,Central-West,168170
2020-02,Northeast,North,48204
2020-02,Northeast,Northeast,418222
2020-02,Northeast,South,4812
2020-02,Northeast,Southeast,835748
2020-02,South,Central-West,50820
2020-02,South,Northeast,5945
2020-02,South,South,144213
2020-02,South,Southeast,810556
2020-02,Southeast,Central-West,516949
2020-02,Southeast,North,109555
2020-02,Southeast,Northeast,920652
2020-02,Southeast,South,764995
2020-02,Southeast,Southeast,1549651
2020-03,Central-West,Central-West,47449
2020-03,Central-West,North,69124
2020-03,Central-West,Northeast,121909
2020-03,Central-West,South,33581
2020-03,Central-West,Southeast,342716
2020-03,North,Central-West,72156
2020-03,North,North,106371
2020-03,North,Northeast,35531
2020-03,North,South,156
2020-03,North,Southeast,77264
2020-03,Northeast,Central-West,105901
2020-03,Northeast,North,29854
2020-03,Northeast,Northeast,261329
2020-03,Northeast,South,2371
2020-03,Northeast,Southeast,557980
2020-03,South,Central-West,33058
2020-03,South,Northeast,2057
2020-03,South,South,97067
2020-03,South,Southeast,523902
2020-03,Southeast,Central-West,320024
2020-03,Southeast,North,77002
2020-03,Southeast,Northeast,620325
2020-03,Southeast,South,507415
2020-03,Southeast,Southeast,989752
2020-04,Central-West,Central-West,94
2020-04,Central-West,North,6364
2020-04,Central-West,Northeast,956
2020-04,Central-West,Southeast,28931
2020-04,North,Central-West,7316
2020-04,North,North,4956
2020-04,North,Northeast,1808
2020-04,North,Southeast,16057
2020-04,Northeast,Central-West,827
2020-04,Northeast,North,1386
2020-04,Northeast,Northeast,8899
2020-04,Northeast,Southeast,66444
2020-04,South,South,325
2020-04,South,Southeast,34089
2020-04,Southeast,Central-West,26942
2020-04,Southeast,North,14274
2020-04,Southeast,Northeast,59808
2020-04,Southeast,South,33899
2020-04,Southeast,Southeast,86437
2020-05,Central-West,Central-West,2128
2020-05,Central-West,North,7049
2020-05,Central-West,Northeast,1668
2020-05,Central-West,South,24
2020-05,Central-West,Southeast,42362
2020-05,North,Central-West,6131
2020-05,North,North,10100
2020-05,North,Northeast,1341
2020-05,North,South,0
2020-05,North,Southeast,18714
2020-05,Northeast,Central-West,1526
2020-05,Northeast,North,1641
2020-05,Northeast,Northeast,16412
2020-05,Northeast,Southeast,74504
2020-05,South,Central-West,72
2020-05,South,North,189
2020-05,South,South,498
2020-05,South,Southeast,56551
2020-05,Southeast,Central-West,41200
2020-05,Southeast,North,21790
2020-05,Southeast,Northeast,66483
2020-05,Southeast,South,54924
2020-05,Southeast,Southeast,114942
2020-06,Central-West,Central-West,4481
2020-06,Central-West,North,10733
2020-06,Central-West,Northeast,5881
2020-06,Central-West,South,2443
2020-06,Central-West,Southeast,70665
2020-06,North,Central-West,9897
2020-06,North,North,20132
2020-06,North,Northeast,2155
2020-06,North,Southeast,32255
2020-06,Northeast,Central-West,5463
2020-06,Northeast,North,2304
2020-06,Northeast,Northeast,27701
2020-06,Northeast,Southeast,118447
2020-06,South,Central-West,2571
2020-06,South,South,1362
2020-06,South,Southeast,93056
2020-06,Southeast,Central-West,69328
2020-06,Southeast,North,35111
2020-06,Southeast,Northeast,105797
2020-06,Southeast,South,91186
2020-06,Southeast,Southeast,178004
2020-07,Central-West,Central-West,18102
2020-07,Central-West,North,25253
2020-07,Central-West,Northeast,28145
2020-07,Central-West,South,7793
2020-07,Central-West,Southeast,118597
2020-07,North,Central-West,23547
2020-07,North,North,53160
2020-07,North,Northeast,7532
2020-07,North,South,0
2020-07,North,Southeast,51863
2020-07,Northeast,Central-West,29390
2020-07,Northeast,North,8388
2020-07,Northeast,Northeast,73135
2020-07,Northeast,Southeast,201888
2020-07,South,Central-West,7993
2020-07,South,North,115
2020-07,South,South,1941
2020-07,South,Southeast,145555
2020-07,Southeast,Central-West,126933
2020-07,Southeast,North,52435
2020-07,Southeast,Northeast,192147
2020-07,Southeast,South,145420
2020-07,Southeast,Southeast,298893
2020-08,Central-West,Central-West,33214
2020-08,Central-West,North,40626
2020-08,Central-West,Northeast,49804
2020-08,Central-West,South,14623
2020-08,Central-West,Southeast,163055
2020-08,North,Central-West,39015
2020-08,North,North,76554
2020-08,North,Northeast,10742
2020-08,North,South,0
2020-08,North,Southeast,66910
2020-08,Northeast,Central-West,49648
2020-08,Northeast,North,11099
2020-08,Northeast,Northeast,84165
2020-08,Northeast,South,47
2020-08,Northeast,Southeast,270640
2020-08,South,Central-West,14222
2020-08,South,North,230
2020-08,South,Northeast,47
2020-08,South,South,4401
2020-08,South,Southeast,188648
2020-08,Southeast,Central-West,167288
2020-08,Southeast,North,69718
2020-08,Southeast,Northeast,269949
2020-08,Southeast,South,190668
2020-08,Southeast,Southeast,391584
2020-09,Central-West,Central-West,56454
2020-09,Central-West,North,66640
2020-09,Central-West,Northeast,76920
2020-09,Central-West,South,22337
2020-09,Central-West,Southeast,227845
2020-09,North,Central-West,64551
2020-09,North,North,90568
2020-09,North,Northeast,13109
2020-09,North,Southeast,76027
2020-09,Northeast,Central-West,79955
2020-09,Northeast,North,13140
2020-09,Northeast,Northeast,115361
2020-09,Northeast,South,44
2020-09,Northeast,Southeast,377852
2020-09,South,Central-West,22453
2020-09,South,North,221
2020-09,South,Northeast,97
2020-09,South,South,6594
2020-09,South,Southeast,260535
2020-09,Southeast,Central-West,233535
2020-09,Southeast,North,80335
2020-09,Southeast,Northeast,365715
2020-09,Southeast,South,257127
2020-09,Southeast,Southeast,551507
2020-10,Central-West,Central-West,67395
2020-10,Central-West,North,72566
2020-10,Central-West,Northeast,101493
2020-10,Central-West,South,27245
2020-10,Central-West,Southeast,291298
2020-10,North,Central-West,71272
2020-10,North,North,117034
2020-10,North,Northeast,26540
2020-10,North,South,0
2020-10,North,Southeast,89318
2020-10,Northeast,Central-West,109459
2020-10,Northeast,North,28542
2020-10,Northeast,Northeast,199172
2020-10,Northeast,South,134
2020-10,Northeast,Southeast,519298
2020-10,South,Central-West,28324
2020-10,South,North,313
2020-10,South,Northeast,44
2020-10,South,South,25343
2020-10,South,Southeast,373312
2020-10,Southeast,Central-West,299275
2020-10,Southeast,North,94918
2020-10,Southeast,Northeast,503844
2020-10,Southeast,South,359753
2020-10,Southeast,Southeast,732132
2020-11,Central-West,Central-West,64109
2020-11,Central-West,North,50234
2020-11,Central-West,Northeast,90362
2020-11,Central-West,South,17378
2020-11,Central-West,Southeast,282233
2020-11,North,Central-West,70811
2020-11,North,North,126255
2020-11,North,Northeast,34382
2020-11,North,South,70
2020-11,North,Southeast,93432
2020-11,Northeast,Central-West,121897
2020-11,Northeast,North,36417
2020-11,Northeast,Northeast,230988
2020-11,Northeast,South,28
2020-11,Northeast,Southeast,611280
2020-11,South,Central-West,28729
2020-11,South,North,293
2020-11,South,Northeast,71
2020-11,South,South,65309
2020-11,South,Southeast,451099
2020-11,Southeast,Central-West,281362
2020-11,Southeast,North,78356
2020-11,Southeast,Northeast,536741
2020-11,Southeast,South,368542
2020-11,Southeast,Southeast,772673
2020-12,Central-West,Central-West,74682
2020-12,Central-West,North,63094
2020-12,Central-West,Northeast,112061
2020-12,Central-West,South,26384
2020-12,Central-West,Southeast,320662
2020-12,North,Central-West,82284
2020-12,North,North,150407
2020-12,North,Northeast,35182
2020-12,North,South,348
2020-12,North,Southeast,105643
2020-12,Northeast,Central-West,174900
2020-12,Northeast,North,43543
2020-12,Northeast,Northeast,282592
2020-12,Northeast,South,10927
2020-12,Northeast,Southeast,844277
2020-12,South,Central-West,40809
2020-12,South,North,492
2020-12,South,Northeast,8120
2020-12,South,South,65434
2020-12,South,Southeast,517029
2020-12,Southeast,Central-West,325894
2020-12,Southeast,North,89251
2020-12,Southeast,Northeast,622960
2020-12,Southeast,South,403388
2020-12,Southeast,Southeast,832472
2021-01,Central-West,Central-West,80734
2021-01,Central-West,North,87698
2021-01,Central-West,Northeast,212801
2021-01,Central-West,South,41448
2021-01,Central-West,Southeast,359295
2021-01,North,Central-West,83610
2021-01,North,North,143388
2021-01,North,Northeast,42872
2021-01,North,South,173
2021-01,North,Southeast,110529
2021-01,Northeast,Central-West,190911
2021-01,Northeast,North,39153
2021-01,Northeast,Northeast,331589
2021-01,Northeast,South,16352
2021-01,Northeast,Southeast,863446
2021-01,South,Central-West,40144
2021-01,South,North,561
2021-01,South,Northeast,17041
2021-01,South,South,69213
2021-01,South,Southeast,491939
2021-01,Southeast,Central-West,343078
2021-01,Southeast,North,113489
2021-01,Southeast,Northeast,986653
2021-01,Southeast,South,515106
2021-01,Southeast,Southeast,911033
2021-02,Central-West,Central-West,52269
2021-02,Central-West,North,53803
2021-02,Central-West,Northeast,131763
2021-02,Central-West,South,25816
2021-02,Central-West,Southeast,271206
2021-02,North,Central-West,54512
2021-02,North,North,91476
2021-02,North,Northeast,28157
2021-02,North,South,124
2021-02,North,Southeast,79852
2021-02,Northeast,Central-West,119486
2021-02,Northeast,North,25641
2021-02,Northeast,Northeast,245767
2021-02,Northeast,South,5343
2021-02,Northeast,Southeast,559978
2021-02,South,Central-West,26250
2021-02,South,North,297
2021-02,South,Northeast,5802
2021-02,South,South,58811
2021-02,South,Southeast,399047
2021-02,Southeast,Central-West,267682
2021-02,Southeast,North,83125
2021-02,Southeast,Northeast,633752
2021-02,Southeast,South,385784
2021-02,Southeast,Southeast,719543
2021-03,Central-West,Central-West,35951
2021-03,Central-West,North,37754
2021-03,Central-West,Northeast,90102
2021-03,Central-West,South,17063
2021-03,Central-West,Southeast,201092
2021-03,North,Central-West,40013
2021-03,North,North,90272
2021-03,North,Northeast,21579
2021-03,North,South,114
2021-03,North,Southeast,69043
2021-03,Northeast,Central-West,74333
2021-03,Northeast,North,18512
2021-03,Northeast,Northeast,216232
2021-03,Northeast,South,1186
2021-03,Northeast,Southeast,421251
2021-03,South,Central-West,18273
2021-03,South,North,278
2021-03,South,Northeast,1299
2021-03,South,South,25949
2021-03,South,Southeast,263048
2021-03,Southeast,Central-West,193765
2021-03,Southeast,North,68267
2021-03,Southeast,Northeast,473257
2021-03,Southeast,South,249650
2021-03,Southeast,Southeast,592752
2021-04,Central-West,Central-West,26948
2021-04,Central-West,North,31523
2021-04,Central-West,Northeast,48819
2021-04,Central-West,South,10737
2021-04,Central-West,Southeast,178432
2021-04,North,Central-West,28824
2021-04,North,North,84619
2021-04,North,Northeast,12415
2021-04,North,South,106
2021-04,North,Southeast,57051
2021-04,Northeast,Central-West,49087
2021-04,Northeast,North,13978
2021-04,Northeast,Northeast,149768
2021-04,Northeast,Southeast,339014
2021-04,South,Central-West,11828
2021-04,South,North,228
2021-04,South,South,11076
2021-04,South,Southeast,246149
2021-04,Southeast,Central-West,183603
2021-04,Southeast,North,57976
2021-04,Southeast,Northeast,350171
2021-04,Southeast,South,246018
2021-04,Southeast,Southeast,503493
2021-05,Central-West,Central-West,52452
2021-05,Central-West,North,48678
2021-05,Central-West,Northeast,82536
2021-05,Central-West,South,22646
2021-05,Central-West,Southeast,249737
2021-05,North,Central-West,45919
2021-05,North,North,102876
2021-05,North,Northeast,21057
2021-05,North,South,426
2021-05,North,Southeast,79500
2021-05,Northeast,Central-West,85392
2021-05,Northeast,North,23248
2021-05,Northeast,Northeast,187562
2021-05,Northeast,South,46
2021-05,Northeast,Southeast,452288
2021-05,South,Central-West,22798
2021-05,South,North,194
2021-05,South,Northeast,96
2021-05,South,South,22256
2021-05,South,Southeast,343632
2021-05,Southeast,Central-West,252718
2021-05,Southeast,North,84318
2021-05,Southeast,Northeast,456897
2021-05,Southeast,South,340021
2021-05,Southeast,Southeast,656578
2021-06,Central-West,Central-West,64487
2021-06,Central-West,North,56852
2021-06,Central-West,Northeast,101568
2021-06,Central-West,South,27069
2021-06,Central-West,Southeast,281486
2021-06,North,Central-West,53497
2021-06,North,North,112230
2021-06,North,Northeast,31779
2021-06,North,South,184
2021-06,North,Southeast,93084
2021-06,Northeast,Central-West,107515
2021-06,Northeast,North,33799
2021-06,Northeast,Northeast,239032
2021-06,Northeast,South,4348
2021-06,Northeast,Southeast,556701
2021-06,South,Central-West,27547
2021-06,South,North,254
2021-06,South,Northeast,4700
2021-06,South,South,36711
2021-06,South,Southeast,390828
2021-06,Southeast,Central-West,277535
2021-06,Southeast,North,96938
2021-06,Southeast,Northeast,525681
2021-06,Southeast,South,381455
2021-06,Southeast,Southeast,718688
2021-07,Central-West,Central-West,81201
2021-07,Central-West,North,76008
2021-07,Central-West,Northeast,156500
2021-07,Central-West,South,37228
2021-07,Central-West,Southeast,357872
2021-07,North,Central-West,73397
2021-07,North,North,155251
2021-07,North,Northeast,54501
2021-07,North,South,321
2021-07,North,Southeast,115102
2021-07,Northeast,Central-West,162854
2021-07,Northeast,North,59617
2021-07,Northeast,Northeast,324554
2021-07,Northeast,South,11044
2021-07,Northeast,Southeast,841684
2021-07,South,Central-West,38218
2021-07,South,North,411
2021-07,South,Northeast,10146
2021-07,South,South,50103
2021-07,South,Southeast,518232
2021-07,Southeast,Central-West,361221
2021-07,Southeast,North,120601
2021-07,Southeast,Northeast,827441
2021-07,Southeast,South,519174
2021-07,Southeast,Southeast,926732
2021-08,Central-West,Central-West,81020
2021-08,Central-West,North,86485
2021-08,Central-West,Northeast,151327
2021-08,Central-West,South,38632
2021-08,Central-West,Southeast,370320
2021-08,North,Central-West,83154
2021-08,North,North,145094
2021-08,North,Northeast,47557
2021-08,North,South,218
2021-08,North,Southeast,98530
2021-08,Northeast,Central-West,143192
2021-08,Northeast,North,46668
2021-08,Northeast,Northeast,287887
2021-08,Northeast,South,5879
2021-08,Northeast,Southeast,686252
2021-08,South,Central-West,39309
2021-08,South,North,593
2021-08,South,Northeast,5682
2021-08,South,South,68586
2021-08,South,Southeast,508269
2021-08,Southeast,Central-West,370604
2021-08,Southeast,North,101720
2021-08,Southeast,Northeast,731214
2021-08,Southeast,South,508741
2021-08,Southeast,Southeast,947644
2021-09,Central-West,Central-West,81844
2021-09,Central-West,North,98529
2021-09,Central-West,Northeast,160735
2021-09,Central-West,South,42527
2021-09,Central-West,Southeast,381687
2021-09,North,Central-West,92815
2021-09,North,North,140685
2021-09,North,Northeast,45628
2021-09,North,South,131
2021-09,North,Southeast,98706
2021-09,Northeast,Central-West,165287
2021-09,Northeast,North,45027
2021-09,Northeast,Northeast,303498
2021-09,Northeast,South,6156
2021-09,Northeast,Southeast,744300
2021-09,South,Central-West,43659
2021-09,South,North,986
2021-09,South,Northeast,5519
2021-09,South,South,85573
2021-09,South,Southeast,563062
2021-09,Southeast,Central-West,392913
2021-09,Southeast,North,104390
2021-09,Southeast,Northeast,733807
2021-09,Southeast,South,549459
2021-09,Southeast,Southeast,1051260
2021-10,Central-West,Central-West,93339
2021-10,Central-West,North,108212
2021-10,Central-West,Northeast,179401
2021-10,Central-West,South,51797
2021-10,Central-West,Southeast,412048
2021-10,North,Central-West,101346
2021-10,North,North,154089
2021-10,North,Northeast,46872
2021-10,North,South,97
2021-10,North,Southeast,103269
2021-10,Northeast,Central-West,177096
2021-10,Northeast,North,49740
2021-10,Northeast,Northeast,314099
2021-10,Northeast,South,5837
2021-10,Northeast,Southeast,797630
2021-10,South,Central-West,54968
2021-10,South,North,659
2021-10,South,Northeast,5636
2021-10,South,South,96096
2021-10,South,Southeast,608157
2021-10,Southeast,Central-West,425140
2021-10,Southeast,North,112324
2021-10,Southeast,Northeast,810401
2021-10,Southeast,South,594474
2021-10,Southeast,Southeast,1168918
2021-11,Central-West,Central-West,96408
2021-11,Central-West,North,104297
2021-11,Central-West,Northeast,172073
2021-11,Central-West,South,62301
2021-11,Central-West,Southeast,429972
2021-11,North,Central-West,97316
2021-11,North,North,161673
2021-11,North,Northeast,51828
2021-11,North,South,140
2021-11,North,Southeast,118387
2021-11,Northeast,Central-West,172958
2021-11,Northeast,North,50948
2021-11,Northeast,Northeast,362933
2021-11,Northeast,South,13371
2021-11,Northeast,Southeast,816348
2021-11,South,Central-West,66490
2021-11,South,North,551
2021-11,South,Northeast,13654
2021-11,South,South,113521
2021-11,South,Southeast,672192
2021-11,Southeast,Central-West,437185
2021-11,Southeast,North,126616
2021-11,Southeast,Northeast,821004
2021-11,Southeast,South,670968
2021-11,Southeast,Southeast,1210779
2021-12,Central-West,Central-West,120174
2021-12,Central-West,North,121854
2021-12,Central-West,Northeast,180775
2021-12,Central-West,South,75688
2021-12,Central-West,Southeast,462864
2021-12,North,Central-West,106632
2021-12,North,North,185938
2021-12,North,Northeast,53826
2021-12,North,South,287
2021-12,North,Southeast,133308
2021-12,Northeast,Central-West,221242
2021-12,Northeast,North,75488
2021-12,Northeast,Northeast,409838
2021-12,Northeast,South,29825
2021-12,Northeast,Southeast,1060834
2021-12,South,Central-West,84059
2021-12,South,North,705
2021-12,South,Northeast,25998
2021-12,South,South,119110
2021-12,South,Southeast,743754
2021-12,Southeast,Central-West,504257
2021-12,Southeast,North,154118
2021-12,Southeast,Northeast,887031
2021-12,Southeast,South,704107
2021-12,Southeast,Southeast,1293275
2022-01,Central-West,Central-West,106034
2022-01,Central-West,North,114155
2022-01,Central-West,Northeast,238905
2022-01,Central-West,South,82521
2022-01,Central-West,Southeast,460244
2022-01,North,Central-West,114264
2022-01,North,North,184967
2022-01,North,Northeast,81878
2022-01,North,South,176
2022-01,North,Southeast,125152
2022-01,Northeast,Central-West,213777
2022-01,Northeast,North,74079
2022-01,Northeast,Northeast,389434
2022-01,Northeast,South,36372
2022-01,Northeast,Southeast,1003658
2022-01,South,Central-West,76489
2022-01,South,North,909
2022-01,South,Northeast,38313
2022-01,South,South,86983
2022-01,South,Southeast,621253
2022-01,Southeast,Central-West,431240
2022-01,Southeast,North,123558
2022-01,Southeast,Northeast,1118937
2022-01,Southeast,South,674268
2022-01,Southeast,Southeast,1098920
2022-02,Central-West,Central-West,70148
2022-02,Central-West,North,82989
2022-02,Central-West,Northeast,159284
2022-02,Central-West,South,41951
2022-02,Central-West,Southeast,334038
2022-02,North,Central-West,78715
2022-02,North,North,132160
2022-02,North,Northeast,52912
2022-02,North,South,75
2022-02,North,Southeast,95518
2022-02,Northeast,Central-West,147523
2022-02,Northeast,North,54296
2022-02,Northeast,Northeast,300054
2022-02,Northeast,South,13426
2022-02,Northeast,Southeast,714034
2022-02,South,Central-West,48047
2022-02,South,North,1032
2022-02,South,Northeast,16120
2022-02,South,South,53814
2022-02,South,Southeast,530499
2022-02,Southeast,Central-West,339860
2022-02,Southeast,North,105123
2022-02,Southeast,Northeast,786061
2022-02,Southeast,South,497785
2022-02,Southeast,Southeast,916901
2022-03,Central-West,Central-West,86875
2022-03,Central-West,North,89660
2022-03,Central-West,Northeast,165408
2022-03,Central-West,South,47344
2022-03,Central-West,Southeast,395757
2022-03,North,Central-West,84539
2022-03,North,North,134820
2022-03,North,Northeast,52133
2022-03,North,South,81
2022-03,North,Southeast,109499
2022-03,Northeast,Central-West,156712
2022-03,Northeast,North,49850
2022-03,Northeast,Northeast,359890
2022-03,Northeast,South,15717
2022-03,Northeast,Southeast,816187
2022-03,South,Central-West,47576
2022-03,South,North,647
2022-03,South,Northeast,15897
2022-03,South,South,92967
2022-03,South,Southeast,605834
2022-03,Southeast,Central-West,403013
2022-03,Southeast,North,112990
2022-03,Southeast,Northeast,858170
2022-03,Southeast,South,622062
2022-03,Southeast,Southeast,1115960
2022-04,Central-West,Central-West,77684
2022-04,Central-West,North,82598
2022-04,Central-West,Northeast,130432
2022-04,Central-West,South,40892
2022-04,Central-West,Southeast,402945
2022-04,North,Central-West,77603
2022-04,North,North,121572
2022-04,North,Northeast,26226
2022-04,North,South,238
2022-04,North,Southeast,96696
2022-04,Northeast,Central-West,129834
2022-04,Northeast,North,31406
2022-04,Northeast,Northeast,315952
2022-04,Northeast,South,17429
2022-04,Northeast,Southeast,751093
2022-04,South,Central-West,40482
2022-04,South,North,423
2022-04,South,Northeast,18114
2022-04,South,South,101706
2022-04,South,Southeast,623135
2022-04,Southeast,Central-West,410778
2022-04,Southeast,North,102076
2022-04,Southeast,Northeast,772455
2022-04,Southeast,South,619326
2022-04,Southeast,Southeast,1155127
2022-05,Central-West,Central-West,80330
2022-05,Central-West,North,85251
2022-05,Central-West,Northeast,131697
2022-05,Central-West,South,43937
2022-05,Central-West,Southeast,441803
2022-05,North,Central-West,80414
2022-05,North,North,144669
2022-05,North,Northeast,31027
2022-05,North,South,81
2022-05,North,Southeast,114015
2022-05,Northeast,Central-West,129881
2022-05,Northeast,North,35547
2022-05,Northeast,Northeast,324085
2022-05,Northeast,South,13405
2022-05,Northeast,Southeast,747852
2022-05,South,Central-West,42387
2022-05,South,North,518
2022-05,South,Northeast,13547
2022-05,South,South,118404
2022-05,South,Southeast,642667
2022-05,Southeast,Central-West,437332
2022-05,Southeast,North,115067
2022-05,Southeast,Northeast,763714
2022-05,Southeast,South,655056
2022-05,Southeast,Southeast,1196768
2022-06,Central-West,Central-West,76502
2022-06,Central-West,North,80528
2022-06,Central-West,Northeast,118335
2022-06,Central-West,South,43738
2022-06,Central-West,Southeast,400534
2022-06,North,Central-West,74507
2022-06,North,North,146807
2022-06,North,Northeast,32504
2022-06,North,South,136
2022-06,North,Southeast,105572
2022-06,Northeast,Central-West,126399
2022-06,Northeast,North,39816
2022-06,Northeast,Northeast,318531
2022-06,Northeast,South,13874
2022-06,Northeast,Southeast,737696
2022-06,South,Central-West,43013
2022-06,South,North,898
2022-06,South,Northeast,14109
2022-06,South,South,116351
2022-06,South,Southeast,610101
2022-06,Southeast,Central-West,405870
2022-06,Southeast,North,110531
2022-06,Southeast,Northeast,694943
2022-06,Southeast,South,597950
2022-06,Southeast,Southeast,1131446
2022-07,Central-West,Central-West,118780
2022-07,Central-West,North,113232
2022-07,Central-West,Northeast,181018
2022-07,Central-West,South,60820
2022-07,Central-West,Southeast,506836
2022-07,North,Central-West,108728
2022-07,North,North,179194
2022-07,North,Northeast,52864
2022-07,North,South,146
2022-07,North,Southeast,130571
2022-07,Northeast,Central-West,188667
2022-07,Northeast,North,57064
2022-07,Northeast,Northeast,377516
2022-07,Northeast,South,27157
2022-07,Northeast,Southeast,966689
2022-07,South,Central-West,59289
2022-07,South,North,782
2022-07,South,Northeast,26328
2022-07,South,South,124610
2022-07,South,Southeast,730968
2022-07,Southeast,Central-West,513408
2022-07,Southeast,North,128923
2022-07,Southeast,Northeast,951780
2022-07,Southeast,South,741985
2022-07,Southeast,Southeast,1306598
2022-08,Central-West,Central-West,108189
2022-08,Central-West,North,113504
2022-08,Central-West,Northeast,165956
2022-08,Central-West,South,48234
2022-08,Central-West,Southeast,504999
2022-08,North,Central-West,103278
2022-08,North,North,160329
2022-08,North,Northeast,43188
2022-08,North,South,40
2022-08,North,Southeast,111349
2022-08,Northeast,Central-West,160919
2022-08,Northeast,North,45555
2022-08,Northeast,Northeast,369919
2022-08,Northeast,South,7069
2022-08,Northeast,Southeast,821541
2022-08,South,Central-West,48340
2022-08,South,North,687
2022-08,South,Northeast,8145
2022-08,South,South,111465
2022-08,South,Southeast,736974
2022-08,Southeast,Central-West,520337
2022-08,Southeast,North,117573
2022-08,Southeast,Northeast,882869
2022-08,Southeast,South,734291
2022-08,Southeast,Southeast,1368000
2022-09,Central-West,Central-West,106746
2022-09,Central-West,North,109882
2022-09,Central-West,Northeast,151655
2022-09,Central-West,South,51320
2022-09,Central-West,Southeast,482415
2022-09,North,Central-West,106395
2022-09,North,North,136498
2022-09,North,Northeast,38050
2022-09,North,Southeast,110567
2022-09,Northeast,Central-West,156434
2022-09,Northeast,North,38496
2022-09,Northeast,Northeast,336027
2022-09,Northeast,South,2775
2022-09,Northeast,Southeast,807640
2022-09,South,Central-West,51967
2022-09,South,North,912
2022-09,South,Northeast,2608
2022-09,South,South,96820
2022-09,South,Southeast,716974
2022-09,Southeast,Central-West,488533
2022-09,Southeast,North,110335
2022-09,Southeast,Northeast,799880
2022-09,Southeast,South,703614
2022-09,Southeast,Southeast,1348260
2022-10,Central-West,Central-West,106001
2022-10,Central-West,North,110877
2022-10,Central-West,Northeast,156686
2022-10,Central-West,South,52039
